"nm_code","ncomb","cuci_code","cuci","sector"
"90289010","-- De contadores de electricidad","87319","PARTES, PIEZAS Y ACCESORIOS DE MEDIDORES DE GAS, LIQUIDOS O ELECTRICIDAD","Bienes de equipo"
"90289090","-- Los demás","87319","PARTES, PIEZAS Y ACCESORIOS DE MEDIDORES DE GAS, LIQUIDOS O ELECTRICIDAD","Bienes de equipo"
"90290000","Los demás contadores (por ejemplo: cuentarrevoluciones, contadores de producción, taxímetros, cuentakilómetros, podómetros); velocímetros y tacómetros, excepto los de las partidas 9014 o 9015; estroboscopios",,,
"90291000","- Cuentarrevoluciones, contadores de producción, taxímetros, cuentakilómetros, podómetros y contadores similares","87321","CUENTARREVOLUCIONES,TAXIMETROS,CUENTAKILOMETROS, PODOMETROS Y ARTICULOS ANALOGOS","Bienes de equipo"
"90292000","- Velocímetros y tacómetros; estroboscopios",,,
"90292031","--- Velocímetros para vehículos terrestres","87325","VELOCIMETROS Y TACOMETROS; ESTROBOSCOPIOS","Bienes de equipo"
"90292038","--- Los demás","87325","VELOCIMETROS Y TACOMETROS; ESTROBOSCOPIOS","Bienes de equipo"
"90292090","-- Estroboscopios","87325","VELOCIMETROS Y TACOMETROS; ESTROBOSCOPIOS","Bienes de equipo"
"90299000","- Partes y accesorios","87329","PARTES, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DEL SUBGRUPO 873.2","Bienes de equipo"
"90300000","Osciloscopios, analizadores de espectro y demás instrumentos y aparatos para medida o control de magnitudes eléctricas; instrumentos y aparatos para medida o detección de radiaciones alfa, beta, gamma, X, cósmicas o demás radiaciones ionizantes",,,
"90301000","- Instrumentos y aparatos para medida o detección de radiaciones ionizantes","87471","INSTRUMENTOS Y APARATOS PARA MEDIR O COMPROBAR RADIACIONES INONIZANTES","Bienes de equipo"
"90302000","- Osciloscopios y oscilógrafos","87473","OSCILOSCOPIOS Y OSCILOGRAFOS DE RAYOS CATODICOS","Bienes de equipo"
"90303100","-- Multímetros, sin dispositivo registrador","87475","OTROS INSTRU.Y APTO DE MEDIR/VERIFICAR VOLTAJE,CORRIENTE,ETC.SIN DISPO.REGISTRAD","Bienes de equipo"
"90303200","-- Multímetros, con dispositivo registrador","87478","OTROS INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR CANTIDADES ELECTRICAS","Bienes de equipo"
"90303300","-- Los demás, sin dispositivo registrador",,,
"90303320","--- Instrumentos para medidas de resistencia","87475","OTROS INSTRU.Y APTO DE MEDIR/VERIFICAR VOLTAJE,CORRIENTE,ETC.SIN DISPO.REGISTRAD","Bienes de equipo"
"90303370","--- Los demás","87475","OTROS INSTRU.Y APTO DE MEDIR/VERIFICAR VOLTAJE,CORRIENTE,ETC.SIN DISPO.REGISTRAD","Bienes de equipo"
"90303900","-- Los demás, con dispositivo registrador","87478","OTROS INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR CANTIDADES ELECTRICAS","Bienes de equipo"
"90304000","- Los demás instrumentos y aparatos, especialmente concebidos para técnicas de telecomunicación (por ejemplo: hipsómetros, kerdómetros, distorsiómetros, sofómetros)","87477","OTROS INSTRUMENTOS Y APARATOS, ESPECIALMENTE DISEñADOS PARA TELECOMUNICACIONES","Bienes de equipo"
"90308200","-- Para medida o control de obleas («wafers») o dispositivos semiconductores (incluidos los circuitos integrados)","87478","OTROS INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR CANTIDADES ELECTRICAS","Bienes de equipo"
"90308400","-- Los demás, con dispositivo registrador","87478","OTROS INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR CANTIDADES ELECTRICAS","Bienes de equipo"
"90308900","-- Los demás","87478","OTROS INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR CANTIDADES ELECTRICAS","Bienes de equipo"
"90309000","- Partes y accesorios","87479","PARTES, PIEZAS Y ACCESORIOS DE LOS INSTRUMENTOS Y APARATOS DEL SUBGRUPO 874.7","Bienes de equipo"
"90310000","Instrumentos, máquinas y aparatos para medida o control, no expresados ni comprendidos en otra parte de este Capítulo; proyectores de perfiles",,,
"90311000","- Máquinas para equilibrar piezas mecánicas","87425","INSTRUMENTOS,APTOS Y MAQUINAS DE MEDICION O VERIFICACION,N.E.P;PROYECTOR PERFIL","Bienes de equipo"
"90312000","- Bancos de pruebas","87425","INSTRUMENTOS,APTOS Y MAQUINAS DE MEDICION O VERIFICACION,N.E.P;PROYECTOR PERFIL","Bienes de equipo"
"90314100","-- Para control de obleas («wafers») o dispositivos semiconductores (incluidos los circuitos integrados), o para control de máscaras fotográficas o retículas utilizadas en la fabricación de dispositivos semiconductores (incluidos los circuitos integrados)","87425","INSTRUMENTOS,APTOS Y MAQUINAS DE MEDICION O VERIFICACION,N.E.P;PROYECTOR PERFIL","Bienes de equipo"
"90314900","-- Los demás",,,
"90314910","--- Proyectores de perfiles","87425","INSTRUMENTOS,APTOS Y MAQUINAS DE MEDICION O VERIFICACION,N.E.P;PROYECTOR PERFIL","Bienes de equipo"
"90314990","--- Los demás","87425","INSTRUMENTOS,APTOS Y MAQUINAS DE MEDICION O VERIFICACION,N.E.P;PROYECTOR PERFIL","Bienes de equipo"
"90318000","- Los demás instrumentos, aparatos y máquinas",,,
"90318020","-- Para medida o control de magnitudes geométricas","87425","INSTRUMENTOS,APTOS Y MAQUINAS DE MEDICION O VERIFICACION,N.E.P;PROYECTOR PERFIL","Bienes de equipo"
"90318080","-- Los demás","87425","INSTRUMENTOS,APTOS Y MAQUINAS DE MEDICION O VERIFICACION,N.E.P;PROYECTOR PERFIL","Bienes de equipo"
"90319000","- Partes y accesorios","87426","PARTES, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DEL RUBRO 874.25","Bienes de equipo"
"90320000","Instrumentos y aparatos automáticos para regulación o control automáticos",,,
"90321000","- Termostatos",,,
"90321020","-- Electrónicos","87461","TERMOSTATOS","Bienes de equipo"
"90321080","-- Los demás","87461","TERMOSTATOS","Bienes de equipo"
"90322000","- Manostatos (presostatos)","87463","REGULADORES Y CONTROLADORES DE PRESION (MANOSTATOS)","Bienes de equipo"
"90328100","-- Hidráulicos o neumáticos","87465","OTROS INSTRUMENTOS Y APARATOS DE AJUSTE O CONTROL","Bienes de equipo"
"90328900","-- Los demás","87465","OTROS INSTRUMENTOS Y APARATOS DE AJUSTE O CONTROL","Bienes de equipo"
"90329000","- Partes y accesorios","87469","PARTES,PZAS Y ACCESORIOS DE INSTRUMENTOS Y APTOS DE AJUSTE O CONTROL AUTOMATICOS","Bienes de equipo"
"90330000","Partes y accesorios, no expresados ni comprendidos en otra parte de este Capítulo, para máquinas, aparatos, instrumentos o artículos del Capítulo 90",,,
"90330010","- Módulos de unidades de retroiluminación por diodos luminiscentes (LED), que son fuentes de iluminación que constan de uno o más LED y uno o más conectores montados en un circuito impreso u otro soporte similar, y otros componentes pasivos, incluso combinados con componentes ópticos o diodos de protección, y se utilizan como retroiluminación para dispositivos de visualización de cristal líquido (LCD)","87490","PARTES,PZAS Y ACCESORIOS DE MAQUINAS,DISPOSITIVOS,INSTRUMENTOS Y APARATOS,N.E.P.","Bienes de equipo"
"90330090","- Los demás","87490","PARTES,PZAS Y ACCESORIOS DE MAQUINAS,DISPOSITIVOS,INSTRUMENTOS Y APARATOS,N.E.P.","Bienes de equipo"
"90400000","Pimienta del género Piper; frutos de los géneros Capsicum o Pimenta, secos, triturados o pulverizados",,,
"90500000","Vainilla",,,
"90600000","Canela y flores de canelero",,,
"90700000","Clavos (frutos enteros, clavillos y pedúnculos)",,,
"90800000","Nuez moscada, macis, amomos y cardamomos",,,
"90900000","Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro",,,
"91000000","CAPÍTULO 91 - APARATOS DE RELOJERÍA Y SUS PARTES",,,
"91000000","Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias",,,
"91010000","Relojes de pulsera, bolsillo y similares (incluidos los contadores de tiempo de los mismos tipos), con caja de metal precioso o chapado de metal precioso (plaqué)",,,
"91011100","-- Con indicador mecánico solamente","88531","RELOJES DE PULSERA,ACCIONADOS POR BATERIAS O ACUMULADORES,CON O SIN CRONOMETRO","Manufacturas de consumo"
"91011900","-- Los demás","88531","RELOJES DE PULSERA,ACCIONADOS POR BATERIAS O ACUMULADORES,CON O SIN CRONOMETRO","Manufacturas de consumo"
"91012100","-- Automáticos","88532","OTROS RELOJES DE PULSERA, CON CRONOMETRO O SIN EL","Manufacturas de consumo"
"91012900","-- Los demás","88532","OTROS RELOJES DE PULSERA, CON CRONOMETRO O SIN EL","Manufacturas de consumo"
"91019100","-- Eléctricos","88539","RELOJES DE BOLSILLO Y ANALOGOS (EXCEPTO RELOJES DE PULSERA)","Manufacturas de consumo"
"91019900","-- Los demás","88539","RELOJES DE BOLSILLO Y ANALOGOS (EXCEPTO RELOJES DE PULSERA)","Manufacturas de consumo"
"91020000","Relojes de pulsera, bolsillo y similares (incluidos los contadores de tiempo de los mismos tipos), excepto los de la partida 9101",,,
"91021100","-- Con indicador mecánico solamente","88541","RELOJES DE PULSERA, ACCIONADOS POR PILAS O ACUMULADORES, CON CRONOMETRO O SIN EL","Manufacturas de consumo"
"91021200","-- Con indicador optoelectrónico solamente","88541","RELOJES DE PULSERA, ACCIONADOS POR PILAS O ACUMULADORES, CON CRONOMETRO O SIN EL","Manufacturas de consumo"
"91021900","-- Los demás","88541","RELOJES DE PULSERA, ACCIONADOS POR PILAS O ACUMULADORES, CON CRONOMETRO O SIN EL","Manufacturas de consumo"
"91022100","-- Automáticos","88542","OTROS RELOJES DE PULSERA, CON CRONOMETRO O SIN EL","Manufacturas de consumo"
"91022900","-- Los demás","88542","OTROS RELOJES DE PULSERA, CON CRONOMETRO O SIN EL","Manufacturas de consumo"
"91029100","-- Eléctricos","88549","RELOJES DE BOLSILLO Y ANALOGOS (EXCEPTO RELOJES DE PULSERA)","Manufacturas de consumo"
"91029900","-- Los demás","88549","RELOJES DE BOLSILLO Y ANALOGOS (EXCEPTO RELOJES DE PULSERA)","Manufacturas de consumo"
"91030000","Despertadores y demás relojes de pequeño mecanismo de relojería",,,
"91031000","- Eléctricos","88572","RELOJ MESA,PIE O PARED CON MECANIS.RELOJERIA(EXC.RUBRO88571),CON PILA O ACUMULAD","Manufacturas de consumo"
"91039000","- Los demás","88573","OTROS RELOJES MESA,PIE O PARED CON MECANISMOS RELOJERIA(EXC.LOS DEL RUBRO 88571)","Manufacturas de consumo"
"91040000","Relojes de tablero de instrumentos y relojes similares, para automóviles, aeronaves, barcos o demás vehículos","88571","RELOJ DE TABLERO DE INSTRUMENTO Y SIMIL PARA VEHICULO,AVION,NAVE ESPACI.O EMBAR","Manufacturas de consumo"
"91050000","Los demás relojes",,,
"91051100","-- Eléctricos","88574","RELOJES DESPERTADORES, ELECTRICOS O ACCIONADOS POR PILAS O ACUMULADORES","Manufacturas de consumo"
"91051900","-- Los demás","88575","OTROS RELOJES DESPERTADORES","Manufacturas de consumo"
"91052100","-- Eléctricos","88576","RELOJES DE PARED, ELECTRICOS O ACCIONADOS POR PILAS O ACUMULADORES","Manufacturas de consumo"
"91052900","-- Los demás","88577","OTROS RELOJES DE PARED","Manufacturas de consumo"
"91059100","-- Eléctricos","88578","OTROS RELOJES DE PARED O MESA, ELECTRICOS O ACCIONADOS POR PILAS O ACUMULADORES","Manufacturas de consumo"
"91059900","-- Los demás","88579","OTROS RELOJES DE MESA, DE PIE O DE PARED, N.E.P.","Manufacturas de consumo"
"91060000","Aparatos de control de tiempo y contadores de tiempo, con mecanismo de relojería o motor sincrónico (por ejemplo: registradores de asistencia, registradores fechadores, registradores contadores)",,,
"91061000","- Registradores de asistencia; registradores fechadores y registradores contadores","88594","APTOS REGISTRADORES HORA Y PARA MEDIR,REGISTRAR O INDICAR OTRO INTERVALO TIEMPO","Manufacturas de consumo"
"91069000","- Los demás","88594","APTOS REGISTRADORES HORA Y PARA MEDIR,REGISTRAR O INDICAR OTRO INTERVALO TIEMPO","Manufacturas de consumo"
"91070000","Interruptores horarios y demás aparatos que permitan accionar un dispositivo en un momento dado, con mecanismo de relojería o motor sincrónico","88595","INTERRUPTORES HORARIOS CON MECANISMO DE RELOJERIA O CON MOTOR SINCRONICO","Manufacturas de consumo"
"91080000","Pequeños mecanismos de relojería completos y montados",,,
"91081100","-- Con indicador mecánico solamente o con dispositivo que permita incorporarlo","88551","MECANISMOS DE RELOJES DE PULSERA,BOLSILLO Y ANALOGOS,ACCIONADO POR PILA O ACUMUL","Manufacturas de consumo"
"91081200","-- Con indicador optoelectrónico solamente","88551","MECANISMOS DE RELOJES DE PULSERA,BOLSILLO Y ANALOGOS,ACCIONADO POR PILA O ACUMUL","Manufacturas de consumo"
"91081900","-- Los demás","88551","MECANISMOS DE RELOJES DE PULSERA,BOLSILLO Y ANALOGOS,ACCIONADO POR PILA O ACUMUL","Manufacturas de consumo"
"91082000","- Automáticos","88552","MECANISMO DE RELOJ PULSERA,BOLSILLO Y ANALOGOS,NO ACCIONADO POR PILA NI ACUMULAD","Manufacturas de consumo"
"91089000","- Los demás","88552","MECANISMO DE RELOJ PULSERA,BOLSILLO Y ANALOGOS,NO ACCIONADO POR PILA NI ACUMULAD","Manufacturas de consumo"
"91090000","Los demás mecanismos de relojería completos y montados",,,
"91091000","- Eléctricos","88596","MECANISMOS COMPLETOS Y MONTADOS PARA RELOJES DE MESA, DE PIE O DE PARED","Manufacturas de consumo"
"91099000","- Los demás","88596","MECANISMOS COMPLETOS Y MONTADOS PARA RELOJES DE MESA, DE PIE O DE PARED","Manufacturas de consumo"
"91100000","Mecanismos de relojería completos, sin montar o parcialmente montados («chablons»); mecanismos de relojería incompletos, montados; mecanismos de relojería «en blanco» («ébauches»)",,,
"91101100","-- Mecanismos completos, sin montar o parcialmente montados («chablons»)",,,
"91101110","--- De volante y espiral","88598","MECANISMOS PARA RELOJES DE TODO TIPO, SIN MONTAR,PARCIALMENTE MONTADOS O MONTADO","Manufacturas de consumo"
"91101190","--- Los demás","88598","MECANISMOS PARA RELOJES DE TODO TIPO, SIN MONTAR,PARCIALMENTE MONTADOS O MONTADO","Manufacturas de consumo"
"91101200","-- Mecanismos incompletos, montados","88598","MECANISMOS PARA RELOJES DE TODO TIPO, SIN MONTAR,PARCIALMENTE MONTADOS O MONTADO","Manufacturas de consumo"
"91101900","-- Mecanismos «en blanco» («ébauches»)","88598","MECANISMOS PARA RELOJES DE TODO TIPO, SIN MONTAR,PARCIALMENTE MONTADOS O MONTADO","Manufacturas de consumo"
"91109000","- Los demás","88598","MECANISMOS PARA RELOJES DE TODO TIPO, SIN MONTAR,PARCIALMENTE MONTADOS O MONTADO","Manufacturas de consumo"
"91110000","Cajas de los relojes de las partidas 9101 o 9102, y sus partes",,,
"91111000","- Cajas de metal precioso o chapado de metal precioso (plaqué)","88591","CAJAS PARA RELOJES DE PULSERA, DE BOLSILLO Y ANALOGOS, Y SUS PARTES Y PIEZAS","Manufacturas de consumo"
"91112000","- Cajas de metal común, incluso dorado o plateado","88591","CAJAS PARA RELOJES DE PULSERA, DE BOLSILLO Y ANALOGOS, Y SUS PARTES Y PIEZAS","Manufacturas de consumo"
"91118000","- Las demás cajas","88591","CAJAS PARA RELOJES DE PULSERA, DE BOLSILLO Y ANALOGOS, Y SUS PARTES Y PIEZAS","Manufacturas de consumo"
"91119000","- Partes","88591","CAJAS PARA RELOJES DE PULSERA, DE BOLSILLO Y ANALOGOS, Y SUS PARTES Y PIEZAS","Manufacturas de consumo"
"91120000","Cajas y envolturas similares para los demás aparatos de relojería y sus partes",,,
"91122000","- Cajas y envolturas similares","88597","CAJA RELOJ MESA,PIE O PARED Y CAJA SIMILAR OTROS ART.GRUPO 885,SUS PARTES Y PZAS","Manufacturas de consumo"
"91129000","- Partes","88597","CAJA RELOJ MESA,PIE O PARED Y CAJA SIMILAR OTROS ART.GRUPO 885,SUS PARTES Y PZAS","Manufacturas de consumo"
"91130000","Pulseras para reloj y sus partes",,,
"91131000","- De metal precioso o chapado de metal precioso (plaqué)",,,
"91131010","-- De metal precioso","88592","CORREA,CINTA Y PULSERA DE RELOJ BOLSILLO Y PULSERA,Y SUS PARTES Y PZAS,DE METAL","Manufacturas de consumo"
"91131090","-- De chapado de metal precioso (plaqué)","88592","CORREA,CINTA Y PULSERA DE RELOJ BOLSILLO Y PULSERA,Y SUS PARTES Y PZAS,DE METAL","Manufacturas de consumo"
"91132000","- De metal común, incluso dorado o plateado","88592","CORREA,CINTA Y PULSERA DE RELOJ BOLSILLO Y PULSERA,Y SUS PARTES Y PZAS,DE METAL","Manufacturas de consumo"
"91139000","- Las demás","88593","CORREA,CINTA Y PULSERA DE RELOJ BOLSILLO Y PULSERA,SUS PARTES Y PZAS,MAT.NO META","Manufacturas de consumo"
"91140000","Las demás partes de aparatos de relojería",,,
"91143000","- Esferas o cuadrantes","88599","PARTES Y PIEZAS PARA RELOJES DE TODO TIPO, N.E.P.","Manufacturas de consumo"
"91144000","- Platinas y puentes","88599","PARTES Y PIEZAS PARA RELOJES DE TODO TIPO, N.E.P.","Manufacturas de consumo"
"91149000","- Las demás",,,
"91149010","-- Muelles (resortes), incluidas las espirales","88599","PARTES Y PIEZAS PARA RELOJES DE TODO TIPO, N.E.P.","Manufacturas de consumo"
"91149090","-- Las demás","88599","PARTES Y PIEZAS PARA RELOJES DE TODO TIPO, N.E.P.","Manufacturas de consumo"
"92000000","CAPÍTULO 92 - INSTRUMENTOS MUSICALES; SUS PARTES Y ACCESORIOS",,,
"92010000","Pianos, incluso automáticos; clavecines y demás instrumentos de cuerda con teclado",,,
"92011000","- Pianos verticales",,,
"92011010","-- Nuevos","89813","PIANOS (INCL.PIANOLAS); CLAVICORDIOS Y OTROS INSTRUMENTOS DE TECLADO CON CUERDAS","Manufacturas de consumo"
"92011090","-- Usados","89813","PIANOS (INCL.PIANOLAS); CLAVICORDIOS Y OTROS INSTRUMENTOS DE TECLADO CON CUERDAS","Manufacturas de consumo"
"92012000","- Pianos de cola","89813","PIANOS (INCL.PIANOLAS); CLAVICORDIOS Y OTROS INSTRUMENTOS DE TECLADO CON CUERDAS","Manufacturas de consumo"
"92019000","- Los demás","89813","PIANOS (INCL.PIANOLAS); CLAVICORDIOS Y OTROS INSTRUMENTOS DE TECLADO CON CUERDAS","Manufacturas de consumo"
"92020000","Los demás instrumentos musicales de cuerda (por ejemplo: guitarras, violines, arpas)",,,
"92021000","- De arco",,,
"92021010","-- Violines","89815","OTROS INSTRUMENTOS MUSICALES DE CUERDA (POR EJEMPLO GUITARRAS, VIOLINES, ARPAS)","Manufacturas de consumo"
"92021090","-- Los demás","89815","OTROS INSTRUMENTOS MUSICALES DE CUERDA (POR EJEMPLO GUITARRAS, VIOLINES, ARPAS)","Manufacturas de consumo"
"92029000","- Los demás",,,
"92029030","-- Guitarras","89815","OTROS INSTRUMENTOS MUSICALES DE CUERDA (POR EJEMPLO GUITARRAS, VIOLINES, ARPAS)","Manufacturas de consumo"
"92029080","-- Los demás","89815","OTROS INSTRUMENTOS MUSICALES DE CUERDA (POR EJEMPLO GUITARRAS, VIOLINES, ARPAS)","Manufacturas de consumo"
"92050000","Instrumentos musicales de viento (por ejemplo: órganos de tubos y teclado, acordeones, clarinetes, trompetas, gaitas), excepto los orquestriones y los organillos",,,
"92051000","- Instrumentos llamados «metales»","89823","OTROS INSTRUMENTOS MUSICALES DE VIENTO (EJEMPLO, CLARINETES, TROMPETAS, GAITAS)","Manufacturas de consumo"
"92059000","- Los demás",,,
"92059010","-- Acordeones e instrumentos similares","89823","OTROS INSTRUMENTOS MUSICALES DE VIENTO (EJEMPLO, CLARINETES, TROMPETAS, GAITAS)","Manufacturas de consumo"
"92059030","-- Armónicas","89823","OTROS INSTRUMENTOS MUSICALES DE VIENTO (EJEMPLO, CLARINETES, TROMPETAS, GAITAS)","Manufacturas de consumo"
"92059050","-- Órganos de tubos y teclado; armonios e instrumentos similares de teclado y lengüetas metálicas libres","89823","OTROS INSTRUMENTOS MUSICALES DE VIENTO (EJEMPLO, CLARINETES, TROMPETAS, GAITAS)","Manufacturas de consumo"
